ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.793049305026519,177.21948773294457,12856.043477305486,7.810358812827851,341.3345764260611,522.2535523582592,14.956166982156146,60.14134749365786,3.8213719636647694,1
6.873569930013015,233.08991799684858,27268.073196870973,5.633155340002759,461.00535557710384,373.9137064614474,10.602553925805264,49.92221915785264,3.8874433471393894,1
8.011667483849362,170.76341036825977,33175.0966333919,5.688312510724225,349.24993926303006,429.0942529845392,10.944183150155595,49.76483520503245,3.8013256246738423,1
9.279203859263925,145.73411311689483,28927.19243745395,9.085939601772644,284.6807967329976,429.58450827614354,10.995739433308195,60.44517659246412,4.7259917099086355,1
6.734717934579754,140.46718354448785,31449.031174260635,5.143784223024296,328.0140312375363,384.2131866334685,14.52166949171123,77.06300737490277,4.295313557739461,1
6.734741708307225,217.34260471889823,15496.391191200899,9.966789832331035,247.8527965074694,312.775134319611,12.11665785353211,81.69554032002037,4.1405691292447635,1
9.360559489173617,150.28526984729436,9444.077625603799,5.6355920083444415,328.7229610305961,451.8833561605366,15.773471089112524,58.43260191921122,2.975916097246278,1
8.185065734110793,258.1784846182783,36047.64391027802,8.25651161227881,292.83619903161275,420.3785188760023,4.843657241623799,47.7061292876489,3.672717412236926,1
6.39396177995558,121.79431468946632,19447.278510529522,6.609704809725302,376.2245323636421,466.4277532190698,11.36420792106117,70.9128791123345,4.67004670722536,1
7.859436361996615,256.1047479755935,20101.157174505275,8.196558791725318,306.35786574097637,381.6027239463869,10.485557379208785,53.0934829994497,3.9977633480276475,1
6.4027321632185625,203.3017907754008,34471.899461346715,6.242718582648594,326.99809462139945,525.5502906266489,13.324220446579547,58.07795562301984,4.483318009429986,1
6.399384187918664,192.36287933038108,27446.246011525225,6.892103712361267,302.25544555232693,353.44587356626647,12.404754801749217,88.17802210520415,5.347694490592693,1
7.424156314733886,176.43048325927637,26533.030285365137,7.239022877918292,415.4977118928707,565.8540451037376,16.76498023254923,80.04434411970183,4.77931529088017,1
4.303261379217357,209.98885199799236,42087.69945967679,5.4626251332817795,317.24601734235847,281.99293983495556,8.092190651802566,69.11899656914268,4.041070210464073,1
4.576019221399431,194.46294196043934,16527.32503394121,8.430952761527273,419.9668004218629,461.05600822699506,14.309372458516368,45.772528943939975,3.569326600864864,1
6.2595638796206154,235.01986126037778,30828.27349512893,6.295341643937991,371.3961823321219,464.39214875270255,15.983250550557743,69.99124412795261,1.9744101019516658,1
5.607155066650191,199.86119914819133,22902.8680495237,6.780035186143067,355.55811109175767,360.1095786951388,20.220816651423483,83.89013485761524,3.836846308175772,1
7.528828563532558,201.14352710716048,24828.452089624312,5.475973288975327,350.15291324710904,460.2046631540853,12.588453308436607,60.406555391266764,3.71376411475468,1
5.7589207138577745,182.87540612506177,36294.59776961035,2.805715366339445,351.34829324299744,530.3663187085367,15.219895155162394,88.59988995670652,4.273142519439155,1
5.02869953529418,193.77649585353177,27005.80941994069,6.84402009947152,240.6308520694641,243.49725871564615,8.273252547517302,87.64687807971981,3.8481526592422464,1
9.196113281761434,206.74218629487785,27283.02912832635,11.277992372329866,319.2662551749712,466.63323026516525,6.353770481855451,93.70414722861636,3.718158252140042,1
6.746848341419483,135.00931865991998,32144.891243118218,8.505509464316408,372.8749558288044,220.81480322928982,16.918157321994446,71.52351624389973,2.5788992781327105,1
7.171567387128994,147.87674207747432,19062.55250072945,7.136537836781394,330.23494574357727,346.1525033050161,14.142744241065445,76.13027429353075,3.2343621453776743,1
5.01067932200541,222.22158332651466,14746.335268510025,6.721638182196943,265.5495261231481,559.0543688101784,18.007448063192086,89.62971251018111,4.340517331657923,1
6.285490898941312,201.87450496029325,12875.171877363991,7.2075971649729285,330.06767429071465,377.6494881149552,9.678233539351428,73.84447212577936,5.30818064153297,1
7.234404546021961,189.26068110141588,4488.159624845346,8.101075140345788,413.84058506731424,329.06877288028943,15.857804631998011,58.35582431501517,3.8921763958395643,1
5.4070891764507145,196.45601603295563,41097.55309770933,5.158428346188966,392.0347703228234,409.1433168720263,20.260539715325137,59.216136792288744,4.224296868154538,1
7.61781211526689,208.15624531897748,12343.6804195626,9.06701414681865,329.60984427718,595.0523018996062,15.530772495976157,70.4346704875639,4.712063019400263,1
6.20402955240238,176.61388489254227,20370.359530962607,8.387623594862692,377.9442877719336,275.09711767387455,15.063628768577669,45.46814632295924,3.335148432450638,1
6.651396700986917,168.1343144456257,19864.71034976017,8.3923994710041,315.08723748669775,339.1254552599634,14.18881877121758,64.20063536664308,4.254752016071642,1
6.202483149477622,202.7624635329119,25181.702512678017,7.916056808588529,251.30455215202244,548.245742865073,9.033681904603563,84.44346827894148,3.390122683602111,1
9.755971291217604,161.0224872338968,29808.023716406307,7.202744952661765,288.4766017909807,577.8053907567696,18.585356197816306,30.762163406265593,4.64361933470147,1
7.0542386640550525,210.31292162032148,30215.16901932763,8.315212423250362,407.1055603691477,416.8974287374349,12.167110137492672,91.59381636447222,4.086550113128983,1
5.542166942863953,135.27893544318616,17077.39729721015,8.17719020644198,319.4994879521887,323.72145098352115,15.80747883497425,84.86515817664785,4.201371931918917,1
8.264867932503885,232.3841816763159,20863.014594639062,6.566411056326579,320.95932231537085,597.3445027677978,9.059294272392851,59.032914096765204,3.3572426148767,1
5.305942908213251,212.60018624455847,24955.754031873577,6.192501272215387,318.2668616037234,556.2053207673927,10.311246141895625,75.41185360962974,4.52040868848624,1
7.376227837416456,204.90184367021826,20120.650539731167,7.342798042469702,423.38063071122787,481.0903453724437,18.844883993268812,66.59107799752822,5.596159217156538,1
4.236086600493728,230.73250074756365,37012.45951338611,9.807300264482173,410.1135534263021,358.72744956367023,13.027330230342395,86.62225217258955,3.181308736550701,1
5.150505946174428,255.00343226570905,26852.359064689117,5.059153938849281,438.3868728632724,421.361018744723,18.904248180263423,82.58436341292409,3.703030264121098,1
7.358847843490634,231.858598334475,29072.12125049171,4.670160574607048,324.9816759038832,412.22650449711915,13.9055549437135,43.68014204873255,4.149177079283225,1
8.143118459353369,130.3631128817355,28416.880210835458,7.449923709450105,346.66615527416127,452.529635443395,8.149109917659205,76.12816338122293,4.582387107899647,1
7.321932817663787,150.31556963869008,33063.788573927886,7.255999155694838,260.2340326227057,544.4362134024506,17.072517995631586,63.18231156252346,3.531411177153459,1
6.9063190141415625,173.5902927980459,24031.47007150779,7.4645367455545415,403.0061555312262,497.5386017603201,12.235538993981583,67.89212584789172,1.756179902010775,1
6.637770646398075,196.72820388841814,10581.510221090099,7.584787317426407,276.8722922223425,336.98676689513434,16.44134766690172,54.650515819700054,5.029640219957281,1
4.932812264454214,214.20199057566103,26021.555146848983,6.789227335839435,342.90562781785303,538.3231948941693,14.243178442265597,95.08225059311545,4.562163233889477,1
6.0314142220641065,170.00269933701856,16455.985278212363,9.706557111076247,280.23354010835817,451.0758055199092,9.12429849618052,83.52120913108632,2.607362053855385,1
6.40675617586258,202.43975005655744,17573.045200970948,4.4430182697036855,304.482271633315,481.7564809617245,14.697135317438269,54.461129789533814,3.49391319817056,1
8.604547177925197,168.9491163579975,27720.49593827565,5.7584177978795665,292.6355851981881,545.7111987623392,21.329160094475775,44.74893681196477,5.19283063359063,1
7.571359123401755,174.06309597890805,33653.6178916606,6.993496441519298,303.57570584645043,334.18036768579276,15.769954358623556,60.24264499730292,5.09882820758545,1
4.520816262374563,145.7981048824872,22577.583854851302,4.371007720488652,306.85470908361606,422.4443669115348,13.9731599379239,73.63399061317676,4.701257626135943,1
7.543072487239078,162.98253440912546,25194.68341814075,6.869860141536972,306.41850618993413,381.77877981661,17.670713126561175,70.46162526356323,3.830812344426091,1
6.5161656121127844,147.752356458509,37875.866605604395,9.998801253640021,372.3110331114994,296.74337027643,14.848494750086854,87.00010875980203,4.033128332154391,1
6.093567646023127,161.1113379381356,24575.088162026575,7.204907458536037,279.87296974254946,453.8308149208705,14.844792712990904,79.43703422686173,3.8660959516793953,1
7.959520012979836,233.25459217898174,46061.93559863752,7.56221882705962,343.08523244982194,631.4531125644592,10.597929735761971,82.37024372615463,4.849305038847108,1
8.566720245161342,162.05242324016177,27530.70007559142,5.023292952972868,390.6548948403604,274.4082801654054,14.924150674718346,71.8763889039636,3.2844339539260563,1
8.422321747712493,289.37413688224774,6359.271172433995,6.119682140250871,308.0912092426209,422.7352259995993,17.54048329379342,43.856020894258776,3.3391262600919647,1
5.85855591452893,213.33673580491188,29240.160801808255,6.530383211948224,298.32741498695805,477.93935252188226,11.432063606076037,63.344431773894854,4.757192886028417,1
6.626028886956773,202.37112148993174,25852.917369611765,6.628273129849756,321.572621159069,435.48217518465464,18.810314070252495,83.84821337794318,3.9336890116789878,1
7.553468693909202,165.28866524245714,34122.04399886592,9.351961622732322,388.8314102970279,416.10181904852533,13.861572608432796,65.69844728505579,5.04469317929477,1
8.486419610605932,220.6946881077642,28510.62136774712,8.119079033399458,341.82453021603015,318.785116087755,11.263295605751892,74.75385111509254,3.443983508644745,1
6.379915927354606,175.3385229759442,21123.901694200016,5.276538815731504,307.2318833756108,444.4835905312241,17.41707060697805,61.335346358982335,3.925555057272418,1
6.804940157909891,200.1378321197941,11241.640271409546,7.5891326276293505,355.64443146128804,363.292491528597,13.22482287464416,49.72551392995091,3.248069701083343,1
5.471756984449087,286.8041737566781,20481.66821950733,8.017803527176008,279.99557096297207,245.70412679823013,16.63987830127948,64.52579349362561,3.974077378331662,1
5.341618507942095,192.38609908916686,14643.395681740058,9.110997795276113,365.06294559479903,523.3982355070872,13.208619547252477,71.58563091441644,2.8138170813479757,1
8.25035980819959,236.65401006474679,17100.64117502505,9.860979347463893,352.05462433513907,504.01786735087967,13.965625566472573,55.833995440947525,3.5875637454491605,1
9.037684157850082,170.8049031996399,27740.649084822533,5.4406451207709186,317.8867367324418,429.622502857903,15.77182701148688,62.69112742140176,2.8468412786158965,1
6.969509172110081,194.557006963765,37581.80895874795,5.788457672217923,292.5724700772885,444.17902220807423,15.110353395606305,51.20067350879803,4.510172535005475,1
8.526947250253874,258.7474666790346,25975.900639658215,5.027698422466479,290.2786780726885,513.5299236400239,7.647662841109918,84.81406476495773,4.52787117778459,1
7.597449671905293,173.51392068858723,11500.247062366265,6.770805088667007,358.07393630510256,443.79052023675786,10.501257491478304,61.73198113277803,2.6172668755453454,1
6.139618829033234,260.2279270738156,26430.32443992068,7.963540593638857,391.1805340926243,499.5570356787382,17.194400058885105,90.25943260902447,5.009881996055192,1
7.597101532836625,220.95923117757087,33274.54639331505,8.850756546688086,302.1719876212547,400.9758476263101,13.729611014570503,91.50019084010904,5.91841433767095,1
9.300934297980705,175.80671483968266,16834.35058079909,7.039994368481571,354.42874401892897,533.0300271602918,12.451482378434891,65.21641229522038,4.004251997599793,1
7.021905465742032,218.2809679552483,21164.29941585871,6.624641633788363,233.03078974487846,451.7037703524194,9.726633600593305,50.07431848150553,3.4677194952037,1
9.33946264445218,230.37217694871794,22517.66842800197,7.427780017783926,304.6849230008778,441.3054604322063,10.63673383659997,32.482354556095906,6.173683587780911,1
3.280266247428403,217.9042483497488,15240.623458025144,5.747099951463661,331.0857021892621,321.17726107802406,7.561930260632581,42.50511728217924,2.9384225919244065,1
8.263937695182724,139.98390210330518,28283.997864057215,10.727796731802195,289.181624271462,448.9280819501528,13.830321698087612,44.108506559699165,3.984028258319522,1
7.199831641356744,169.95316941731028,21283.240682681415,4.431511099095739,287.90236181715005,357.1231916944627,12.207648052828256,89.04653528615603,4.108584862485308,1
6.640806255072984,187.00218922952462,26202.160072523737,7.483948956587295,300.7187011488591,373.013694034222,11.006039763789223,68.43080033694925,5.018675738429705,1
7.206657317929985,193.1548561224896,14306.91564790511,10.615514492214544,346.50248494779805,358.4834966105469,13.938544012794612,72.90092015128104,4.249227507325507,1
4.195687808240352,217.86380062804054,18402.678560900356,7.18091807776312,323.63274138641594,337.9008805382251,15.348858725795433,30.285938992717732,3.578974115205824,1
6.755687824854517,202.1174889901203,28958.39112967611,6.845703890393607,225.81943459847628,599.7179921135538,20.99289541467317,46.97998359067566,3.225603801460619,1
7.590899493387132,148.33320388171757,18990.832694666693,6.560612873949847,231.42482308019683,534.6181013720318,9.226245998586066,81.02340716823458,3.7014195338797604,1
9.213845030742277,209.31565277843615,38101.106657197524,6.862133214130419,303.6238795428375,582.9469696509407,17.945004152742577,71.22196490656316,3.1820773460310416,1
